sarcasm,irony,satire,understatement,overstatement,rhetorical_question,sarcastic,text_path,split
0,0,0,0,0,0,0,paragraphs/paragraph_000840.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000841.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000842.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_000843.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000844.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000845.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000846.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000847.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000848.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000849.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000850.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000851.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000852.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_000853.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000854.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_000855.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000856.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000857.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000858.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000859.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000860.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000861.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000862.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000863.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000864.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000865.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000866.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000867.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000868.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000869.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000870.txt,cal
1,0,0,0,0,1,1,paragraphs/paragraph_000871.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000872.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000873.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000874.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000875.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000876.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000877.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000878.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_000879.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000880.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000881.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000882.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_000883.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000884.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000885.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000886.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000887.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000888.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000889.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000890.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000891.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000892.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000893.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000894.txt,train
1,0,0,0,1,0,1,paragraphs/paragraph_000895.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000896.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000897.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000898.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000899.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000900.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000901.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000902.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000903.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000904.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000905.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000906.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000907.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000908.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000909.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000910.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000911.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000912.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000913.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000914.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000915.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000916.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000917.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000918.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000919.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000920.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000921.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000922.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000923.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000924.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_000925.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000926.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000927.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000928.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000929.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000930.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000931.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000932.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000933.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000934.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000935.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000936.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000937.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000938.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_000939.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000940.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000941.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000942.txt,train
0,1,0,0,0,1,1,paragraphs/paragraph_000943.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000944.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000945.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000946.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000947.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000948.txt,cal
0,1,1,0,0,0,1,paragraphs/paragraph_000949.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000950.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000951.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000952.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000953.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000954.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000955.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000956.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000957.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000958.txt,train
1,0,0,0,1,0,1,paragraphs/paragraph_000959.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000960.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000961.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000962.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000963.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000964.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000965.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000966.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000967.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000968.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_000969.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000970.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000971.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000972.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000973.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000974.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_000975.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000976.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000977.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000978.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000979.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000980.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000981.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000982.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000983.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000984.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000985.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000986.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000987.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000988.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000989.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000990.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_000991.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_000992.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_000993.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000994.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000995.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_000996.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000997.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_000998.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_000999.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001000.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001001.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001002.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001003.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001004.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001005.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001006.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001007.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001008.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001009.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001010.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001011.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001012.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001013.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001014.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001015.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001016.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001017.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001018.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001019.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001020.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001021.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001022.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001023.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001024.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001025.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001026.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001027.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001028.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001029.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001030.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001031.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001032.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001033.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001034.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001035.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001036.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001037.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001038.txt,test
0,1,0,0,1,0,1,paragraphs/paragraph_001039.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001040.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001041.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001042.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001043.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001044.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_001045.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001046.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001047.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001048.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001049.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001050.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001051.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001052.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001053.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001054.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001055.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001056.txt,train
1,0,0,0,1,0,1,paragraphs/paragraph_001057.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001058.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001059.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001060.txt,test
1,0,0,0,0,1,1,paragraphs/paragraph_001061.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001062.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001063.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001064.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001065.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001066.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_001067.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001068.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001069.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001070.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001071.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001072.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001073.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001074.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001075.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001076.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001077.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001078.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001079.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001080.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001081.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001082.txt,train
1,0,0,0,1,0,1,paragraphs/paragraph_001083.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001084.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001085.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001086.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001087.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001088.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001089.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001090.txt,train
0,1,0,0,0,1,1,paragraphs/paragraph_001091.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001092.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001093.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001094.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001095.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001096.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001097.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001098.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001099.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001100.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_001101.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001102.txt,cal
1,0,1,0,0,0,1,paragraphs/paragraph_001103.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001104.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001105.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001106.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001107.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001108.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001109.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001110.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001111.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001112.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001113.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001114.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001115.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001116.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001117.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001118.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_001119.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001120.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001121.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001122.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_001123.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001124.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001125.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001126.txt,train
1,0,0,0,1,0,1,paragraphs/paragraph_001127.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001128.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001129.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001130.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001131.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001132.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_001133.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001134.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001135.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001136.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001137.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001138.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001139.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001140.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001141.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001142.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001143.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001144.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001145.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001146.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001147.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001148.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001149.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001150.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001151.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001152.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001153.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001154.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001155.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001156.txt,test
1,0,1,0,0,0,1,paragraphs/paragraph_001157.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001158.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001159.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001160.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001161.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001162.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001163.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001164.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001165.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001166.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_001167.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001168.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001169.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001170.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001171.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001172.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001173.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001174.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001175.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001176.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001177.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001178.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001179.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001180.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001181.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001182.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001183.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001184.txt,cal
0,1,0,0,0,0,1,paragraphs/paragraph_001185.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001186.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001187.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001188.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001189.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001190.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_001191.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001192.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001193.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001194.txt,test
0,1,0,0,1,0,1,paragraphs/paragraph_001195.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001196.txt,cal
1,0,1,0,0,0,1,paragraphs/paragraph_001197.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001198.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001199.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001200.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001201.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001202.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001203.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001204.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001205.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001206.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001207.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001208.txt,train
0,1,0,0,1,0,1,paragraphs/paragraph_001209.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001210.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001211.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001212.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001213.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001214.txt,test
0,1,0,0,0,0,1,paragraphs/paragraph_001215.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001216.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_001217.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001218.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001219.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001220.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001221.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001222.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001223.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001224.txt,cal
1,0,0,0,1,0,1,paragraphs/paragraph_001225.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001226.txt,test
1,0,0,0,1,0,1,paragraphs/paragraph_001227.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001228.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001229.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001230.txt,train
0,1,0,0,0,0,1,paragraphs/paragraph_001231.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001232.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001233.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001234.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001235.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001236.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001237.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001238.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001239.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001240.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001241.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001242.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001243.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001244.txt,cal
1,0,0,0,0,0,1,paragraphs/paragraph_001245.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001246.txt,test
1,0,0,0,0,0,1,paragraphs/paragraph_001247.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001248.txt,train
1,0,1,0,0,0,1,paragraphs/paragraph_001249.txt,cal
0,0,0,0,0,0,0,paragraphs/paragraph_001250.txt,test
1,0,0,0,1,0,1,paragraphs/paragraph_001251.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001252.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001253.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001254.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001255.txt,test
0,0,0,0,0,0,0,paragraphs/paragraph_001256.txt,train
1,0,0,0,0,1,1,paragraphs/paragraph_001257.txt,train
0,0,0,0,0,0,0,paragraphs/paragraph_001258.txt,train
1,0,0,0,0,0,1,paragraphs/paragraph_001259.txt,train
